   3-   5 1.2E-03 1.2E-03 1.2E-03 1.2E-03 1.2E-03 1.2E-03 1.3E-03 1.3E-03 1.3E-03 1.4E-03 1.5E-03 1.6E-03 1.7E-03   1.7E-02
   5-   7 1.2E-02 1.2E-02 1.2E-02 1.2E-02 1.2E-02 1.1E-02 1.1E-02 1.1E-02 1.1E-02 1.1E-02 1.1E-02 1.1E-02 1.1E-02   1.4E-01
   7-   9 1.0E-01 1.0E-01 1.0E-01 9.9E-02 9.6E-02 9.2E-02 8.8E-02 8.3E-02 7.4E-02 6.7E-02 6.2E-02 6.0E-02 5.8E-02   9.6E-01
   9-  11 5.3E-01 5.3E-01 5.1E-01 4.9E-01 4.7E-01 4.4E-01 4.1E-01 3.7E-01 3.1E-01 2.6E-01 2.2E-01 2.0E-01 1.9E-01   4.1E+00
  11-  13 1.5E+00 1.5E+00 1.5E+00 1.4E+00 1.3E+00 1.2E+00 1.1E+00 9.8E-01 7.7E-01 6.1E-01 4.9E-01 4.2E-01 3.9E-01   1.0E+01
  13-  15 2.6E+00 2.6E+00 2.5E+00 2.3E+00 2.1E+00 1.9E+00 1.7E+00 1.5E+00 1.1E+00 8.3E-01 6.4E-01 5.3E-01 4.7E-01   1.6E+01
  15-  19 2.9E+00 2.9E+00 2.7E+00 2.5E+00 2.3E+00 2.0E+00 1.8E+00 1.5E+00 1.1E+00 7.5E-01 5.6E-01 4.4E-01 3.9E-01   1.6E+01
  19-  23 3.0E+00 3.0E+00 2.8E+00 2.6E+00 2.3E+00 2.0E+00 1.7E+00 1.4E+00 9.1E-01 6.0E-01 4.2E-01 3.2E-01 2.7E-01   1.4E+01
  23-  27 3.0E+00 3.0E+00 2.8E+00 2.5E+00 2.2E+00 1.9E+00 1.5E+00 1.2E+00 7.5E-01 4.7E-01 3.0E-01 2.2E-01 1.8E-01   1.3E+01
  27-  31 3.1E+00 3.0E+00 2.8E+00 2.5E+00 2.1E+00 1.7E+00 1.4E+00 1.1E+00 6.1E-01 3.5E-01 2.2E-01 1.5E-01 1.2E-01   1.1E+01
  31-  35 3.1E+00 3.0E+00 2.8E+00 2.4E+00 2.0E+00 1.6E+00 1.2E+00 9.3E-01 4.9E-01 2.6E-01 1.5E-01 9.8E-02 7.6E-02   1.0E+01
  35-  39 3.2E+00 3.1E+00 2.8E+00 2.4E+00 1.9E+00 1.5E+00 1.1E+00 8.0E-01 3.9E-01 1.9E-01 1.0E-01 6.3E-02 4.7E-02   9.4E+00
  39-  43 3.3E+00 3.2E+00 2.9E+00 2.4E+00 1.9E+00 1.4E+00 1.0E+00 7.0E-01 3.1E-01 1.4E-01 6.6E-02 3.9E-02 2.8E-02   8.7E+00
  43-  47 3.4E+00 3.3E+00 2.9E+00 2.4E+00 1.9E+00 1.3E+00 9.1E-01 6.0E-01 2.4E-01 9.5E-02 4.2E-02 2.3E-02 1.6E-02   8.1E+00
  47-  51 3.6E+00 3.5E+00 3.0E+00 2.4E+00 1.8E+00 1.2E+00 8.1E-01 5.1E-01 1.8E-01 6.3E-02 2.5E-02 1.3E-02 8.4E-03   7.6E+00
  51-  55 3.8E+00 3.6E+00 3.1E+00 2.4E+00 1.7E+00 1.1E+00 7.0E-01 4.1E-01 1.3E-01 3.9E-02 1.4E-02 6.5E-03 4.1E-03   7.0E+00
  55-  59 3.7E+00 3.5E+00 2.9E+00 2.2E+00 1.5E+00 9.6E-01 5.6E-01 3.0E-01 8.2E-02 2.2E-02 6.9E-03 2.9E-03 1.7E-03   6.2E+00
  59-  63 3.3E+00 3.1E+00 2.6E+00 1.9E+00 1.2E+00 7.2E-01 3.9E-01 2.0E-01 4.6E-02 1.0E-02 2.8E-03 1.0E-03 5.8E-04   4.9E+00
  63-  67 2.4E+00 2.2E+00 1.8E+00 1.3E+00 7.8E-01 4.3E-01 2.2E-01 1.0E-01 1.9E-02 3.6E-03 8.1E-04 2.7E-04 1.4E-04   3.1E+00
  67-  71 8.7E-01 8.0E-01 6.2E-01 4.2E-01 2.4E-01 1.2E-01 5.5E-02 2.3E-02 3.4E-03 8.6E-04 2.0E-03 6.4E-03 1.3E-02   1.0E+00
  71-  73 2.0E-02 1.8E-02 1.3E-02 7.5E-03 3.6E-03 1.4E-03 4.4E-04 1.2E-04 3.5E-06 0.0E+00 0.0E+00 0.0E+00 0.0E+00   1.7E-02
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                            proton production cross section (mb) =5.464E+02
                                                                            proton multiplicity (dimensionless)  =2.665E-01
                                                                            proton average energy (MeV)          =3.291E+01
                                                                            proton kerma coefficient (fGym^2)    =8.342E-01
  
                        75-MeV neutrons incident on 208Pb
                        Emission spectrum of *deuterons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 5.2E-10 5.3E-10 5.5E-10 5.8E-10 6.3E-10 6.9E-10 7.6E-10 8.5E-10 1.0E-09 1.3E-09 1.5E-09 1.8E-09 2.0E-09   1.4E-08
   3-   5 1.3E-05 1.3E-05 1.3E-05 1.2E-05 1.2E-05 1.2E-05 1.2E-05 1.2E-05 1.2E-05 1.2E-05 1.3E-05 1.3E-05 1.4E-05   1.6E-04
   5-   7 3.0E-04 3.0E-04 3.0E-04 3.0E-04 2.9E-04 2.9E-04 2.9E-04 2.8E-04 2.8E-04 2.7E-04 2.7E-04 2.8E-04 2.8E-04   3.5E-03
   7-   9 6.0E-03 5.9E-03 5.8E-03 5.6E-03 5.4E-03 5.2E-03 4.9E-03 4.6E-03 4.0E-03 3.5E-03 3.2E-03 3.0E-03 2.8E-03   5.2E-02
   9-  11 3.2E-02 3.2E-02 3.1E-02 2.9E-02 2.7E-02 2.5E-02 2.3E-02 2.1E-02 1.6E-02 1.3E-02 1.1E-02 9.3E-03 8.5E-03   2.2E-01
  11-  13 7.1E-02 7.0E-02 6.8E-02 6.4E-02 5.8E-02 5.3E-02 4.6E-02 4.0E-02 3.0E-02 2.2E-02 1.7E-02 1.4E-02 1.3E-02   4.3E-01
  13-  15 1.0E-01 9.9E-02 9.5E-02 8.8E-02 8.0E-02 7.0E-02 6.1E-02 5.2E-02 3.7E-02 2.6E-02 1.9E-02 1.5E-02 1.3E-02   5.4E-01
  15-  19 1.2E-01 1.2E-01 1.1E-01 1.0E-01 9.0E-02 7.8E-02 6.6E-02 5.5E-02 3.6E-02 2.4E-02 1.7E-02 1.3E-02 1.1E-02   5.7E-01
  19-  23 1.2E-01 1.2E-01 1.1E-01 1.0E-01 8.9E-02 7.5E-02 6.2E-02 4.9E-02 3.1E-02 1.9E-02 1.2E-02 9.1E-03 7.5E-03   5.2E-01
  23-  27 1.2E-01 1.2E-01 1.1E-01 9.8E-02 8.4E-02 6.9E-02 5.5E-02 4.2E-02 2.4E-02 1.4E-02 8.6E-03 6.0E-03 4.8E-03   4.6E-01
  27-  31 1.2E-01 1.2E-01 1.1E-01 9.6E-02 8.0E-02 6.4E-02 4.9E-02 3.7E-02 2.0E-02 1.0E-02 5.9E-03 3.9E-03 3.0E-03   4.1E-01
  31-  35 1.3E-01 1.2E-01 1.1E-01 9.5E-02 7.8E-02 6.0E-02 4.5E-02 3.2E-02 1.6E-02 7.7E-03 4.1E-03 2.5E-03 1.9E-03   3.8E-01
  35-  39 1.3E-01 1.3E-01 1.2E-01 9.9E-02 7.8E-02 5.8E-02 4.2E-02 2.9E-02 1.3E-02 5.7E-03 2.8E-03 1.6E-03 1.2E-03   3.6E-01
  39-  43 1.5E-01 1.4E-01 1.3E-01 1.1E-01 8.1E-02 5.9E-02 4.0E-02 2.7E-02 1.1E-02 4.3E-03 1.9E-03 1.0E-03 7.1E-04   3.6E-01
  43-  47 1.8E-01 1.7E-01 1.5E-01 1.2E-01 8.9E-02 6.2E-02 4.0E-02 2.5E-02 9.1E-03 3.2E-03 1.3E-03 6.5E-04 4.3E-04   3.8E-01
  47-  51 2.2E-01 2.1E-01 1.8E-01 1.4E-01 1.0E-01 6.9E-02 4.3E-02 2.5E-02 8.0E-03 2.5E-03 9.0E-04 4.2E-04 2.6E-04   4.3E-01
  51-  55 3.1E-01 2.9E-01 2.5E-01 1.9E-01 1.3E-01 8.2E-02 4.8E-02 2.7E-02 7.4E-03 2.0E-03 6.3E-04 2.7E-04 1.6E-04   5.3E-01
  55-  59 4.4E-01 4.1E-01 3.4E-01 2.5E-01 1.7E-01 1.0E-01 5.5E-02 2.8E-02 6.6E-03 1.5E-03 4.2E-04 1.6E-04 8.7E-05   6.7E-01
  59-  63 6.0E-01 5.6E-01 4.6E-01 3.2E-01 2.0E-01 1.1E-01 5.8E-02 2.7E-02 5.4E-03 1.0E-03 2.4E-04 8.0E-05 4.1E-05   8.1E-01
  63-  67 7.9E-01 7.3E-01 5.8E-01 4.0E-01 2.3E-01 1.2E-01 5.8E-02 2.5E-02 4.2E-03 1.6E-03 5.2E-03 1.7E-02 3.6E-02   1.0E+00
  67-  71 4.7E-01 4.3E-01 3.3E-01 2.1E-01 1.1E-01 5.1E-02 2.0E-02 7.4E-03 7.9E-04 1.4E-04 7.3E-05 1.9E-06 6.2E-07   4.8E-01
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                          deuteron production cross section (mb) =3.185E+01
                                                                          deuteron multiplicity (dimensionless)  =1.554E-02
                                                                          deuteron average energy (MeV)          =4.305E+01
                                                                          deuteron kerma coefficient (fGym^2)    =6.361E-02
  
                        75-MeV neutrons incident on 208Pb
                        Emission spectrum of    *alphas*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   0.0E+00
   3-   5 2.8E-10 2.9E-10 3.4E-10 4.3E-10 5.6E-10 7.4E-10 9.9E-10 1.3E-09 2.1E-09 3.0E-09 4.0E-09 4.8E-09 5.3E-09   2.9E-08
   5-   7 3.2E-07 3.2E-07 3.3E-07 3.6E-07 3.9E-07 4.3E-07 4.9E-07 5.5E-07 7.1E-07 9.0E-07 1.1E-06 1.3E-06 1.6E-06   9.6E-06
   7-   9 3.2E-05 3.3E-05 3.3E-05 3.5E-05 3.7E-05 4.0E-05 4.3E-05 4.6E-05 5.4E-05 6.2E-05 6.9E-05 7.7E-05 8.3E-05   6.8E-04
   9-  11 2.5E-04 2.6E-04 2.6E-04 2.7E-04 2.8E-04 2.9E-04 3.1E-04 3.2E-04 3.6E-04 4.1E-04 4.5E-04 5.0E-04 5.3E-04   4.7E-03
  11-  13 1.0E-03 1.0E-03 1.0E-03 1.0E-03 1.1E-03 1.1E-03 1.1E-03 1.2E-03 1.3E-03 1.5E-03 1.7E-03 1.9E-03 2.1E-03   1.7E-02
  13-  15 4.1E-03 4.2E-03 4.2E-03 4.3E-03 4.4E-03 4.6E-03 4.8E-03 5.1E-03 5.9E-03 6.8E-03 7.9E-03 8.8E-03 9.5E-03   7.8E-02
  15-  19 2.4E-02 2.4E-02 2.4E-02 2.4E-02 2.4E-02 2.4E-02 2.4E-02 2.5E-02 2.6E-02 2.8E-02 3.2E-02 3.5E-02 3.7E-02   3.5E-01
  19-  23 4.7E-02 4.7E-02 4.5E-02 4.3E-02 4.1E-02 3.9E-02 3.6E-02 3.4E-02 3.1E-02 2.9E-02 2.9E-02 2.9E-02 3.0E-02   4.2E-01
  23-  27 1.5E-02 1.4E-02 1.4E-02 1.3E-02 1.2E-02 1.0E-02 9.1E-03 8.0E-03 6.1E-03 5.0E-03 4.4E-03 4.1E-03 4.0E-03   9.0E-02
  27-  31 1.0E-02 1.0E-02 9.6E-03 8.9E-03 8.0E-03 7.0E-03 5.9E-03 5.0E-03 3.4E-03 2.4E-03 1.7E-03 1.4E-03 1.2E-03   5.2E-02
  31-  35 1.4E-02 1.4E-02 1.3E-02 1.2E-02 1.0E-02 8.8E-03 7.3E-03 5.9E-03 3.7E-03 2.4E-03 1.6E-03 1.1E-03 9.4E-04   6.2E-02
  35-  39 1.8E-02 1.8E-02 1.7E-02 1.5E-02 1.3E-02 1.1E-02 8.5E-03 6.6E-03 3.8E-03 2.2E-03 1.3E-03 9.2E-04 7.4E-04   7.1E-02
  39-  43 2.3E-02 2.2E-02 2.1E-02 1.8E-02 1.5E-02 1.2E-02 9.2E-03 6.9E-03 3.6E-03 1.9E-03 1.1E-03 6.8E-04 5.2E-04   7.6E-02
  43-  47 2.7E-02 2.6E-02 2.4E-02 2.1E-02 1.7E-02 1.3E-02 9.4E-03 6.7E-03 3.2E-03 1.5E-03 7.5E-04 4.5E-04 3.3E-04   7.9E-02
  47-  51 3.1E-02 3.0E-02 2.7E-02 2.3E-02 1.8E-02 1.3E-02 9.1E-03 6.1E-03 2.6E-03 1.1E-03 4.8E-04 2.6E-04 1.8E-04   7.9E-02
  51-  55 3.5E-02 3.3E-02 2.9E-02 2.4E-02 1.8E-02 1.3E-02 8.3E-03 5.2E-03 1.9E-03 6.8E-04 2.7E-04 1.3E-04 8.8E-05   7.6E-02
  55-  59 3.7E-02 3.5E-02 3.0E-02 2.4E-02 1.7E-02 1.1E-02 7.1E-03 4.2E-03 1.3E-03 3.9E-04 1.3E-04 6.0E-05 3.7E-05   7.0E-02
  59-  63 3.7E-02 3.5E-02 3.0E-02 2.3E-02 1.5E-02 9.6E-03 5.6E-03 3.0E-03 7.7E-04 1.9E-04 5.6E-05 2.2E-05 1.3E-05   6.2E-02
  63-  67 3.6E-02 3.3E-02 2.7E-02 2.0E-02 1.3E-02 7.5E-03 3.9E-03 1.9E-03 4.1E-04 8.2E-05 2.0E-05 6.6E-06 3.4E-06   5.1E-02
  67-  71 3.1E-02 2.9E-02 2.3E-02 1.6E-02 9.6E-03 5.1E-03 2.4E-03 1.1E-03 1.8E-04 2.8E-05 5.3E-06 1.5E-06 7.0E-07   3.9E-02
  71-  75 2.3E-02 2.1E-02 1.6E-02 1.1E-02 5.9E-03 2.8E-03 1.2E-03 4.7E-04 5.8E-05 6.8E-06 9.8E-07 2.3E-07 9.5E-08   2.5E-02
  75-  79 1.2E-02 1.1E-02 8.0E-03 4.9E-03 2.4E-03 1.0E-03 3.8E-04 1.3E-04 1.1E-05 1.2E-06 3.6E-06 1.6E-05 4.1E-05   1.1E-02
  79-  83 1.4E-03 1.3E-03 8.7E-04 4.6E-04 1.9E-04 6.4E-05 1.7E-05 3.9E-06 1.4E-07 2.4E-08 4.7E-11 4.1E-12 7.6E-13   1.1E-03
  83-  85 2.8E-12 2.2E-12 1.1E-12 2.7E-13 1.1E-14 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00   1.1E-12
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                             alpha production cross section (mb) =6.626E+00
                                                                             alpha multiplicity (dimensionless)  =3.232E-03
                                                                             alpha average energy (MeV)          =3.307E+01
                                                                             alpha kerma coefficient (fGym^2)    =1.016E-02
  
***************************** A<5 PRODUCTION CROSS SECTION SUMMARY ********************************************************
 neutron prod. cross sec. (mb)=9.140E+03 ;multiplicity=4.459E+00 ;av. energy (MeV)=7.622E+00 ;kerma co. (fGym^2) =0.000E+00
  proton prod. cross sec. (mb)=5.464E+02 ;multiplicity=2.665E-01 ;av. energy (MeV)=3.291E+01 ;kerma co. (fGym^2) =8.342E-01
deuteron prod. cross sec. (mb)=3.185E+01 ;multiplicity=1.554E-02 ;av. energy (MeV)=4.305E+01 ;kerma co. (fGym^2) =6.361E-02
  triton prod. cross sec. (mb)=3.230E+00 ;multiplicity=1.576E-03 ;av. energy (MeV)=3.264E+01 ;kerma co. (fGym^2) =4.891E-03
   alpha prod. cross sec. (mb)=6.626E+00 ;multiplicity=3.232E-03 ;av. energy (MeV)=3.307E+01 ;kerma co. (fGym^2) =1.016E-02
   gamma prod. cross sec. (mb)=8.256E+03 ;multiplicity=4.027E+00 ;av. energy (MeV)=1.192E+00 ;kerma co. (fGym^2) =0.000E+00
******************************** ENERGY DEPOSITION SUMMARY ****************************************************************
Kerma coefficient summary: A<5=9.13E-01; elas. recoil=2.36E-03; nonelas. recoil=2.99E-02; TOTAL KERMA Co.=9.45E-01(fGym^2)
Average fraction of incident energy transferred to secondary ejectiles per nonelastic reaction:
neut.=4.53E-01; prot.=1.17E-01; deut.=8.92E-03; trit.=6.86E-04; alph.=1.43E-03; gamm.=6.40E-02; A>5 recoils=4.19E-03
***************************************************************************************************************************

+++++++++++++++++++++++++++++++++++++++  80-MeV neutrons incident on 208Pb ++++++++++++++++++++++++++++++++++++++++++++++++

Cross section summary information for  80-MeV reactions on 208Pb:
Total cross section      = 4.806E+03 mb
Elastic cross section    = 2.830E+03 mb
Nonelastic cross section = 1.976E+03 mb
  
                        80-MeV neutrons incident on 208Pb
                        Emission spectrum of  *neutrons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.6E+02 1.6E+02 1.6E+02 1.6E+02 1.5E+02 1.5E+02 1.5E+02 1.5E+02 1.4E+02 1.4E+02 1.4E+02 1.4E+02 1.4E+02   1.8E+03
   3-   5 7.5E+01 7.4E+01 7.3E+01 7.2E+01 7.0E+01 6.8E+01 6.6E+01 6.3E+01 6.0E+01 5.7E+01 5.6E+01 5.5E+01 5.5E+01   7.7E+02
   5-   7 2.5E+01 2.5E+01 2.4E+01 2.3E+01 2.2E+01 2.1E+01 2.0E+01 1.9E+01 1.8E+01 1.6E+01 1.5E+01 1.5E+01 1.5E+01   2.3E+02
   7-   9 1.1E+01 1.1E+01 1.1E+01 1.1E+01 1.0E+01 9.4E+00 8.7E+00 8.1E+00 6.9E+00 6.0E+00 5.5E+00 5.1E+00 5.0E+00   9.2E+01
   9-  11 7.9E+00 7.8E+00 7.6E+00 7.3E+00 6.8E+00 6.3E+00 5.7E+00 5.2E+00 4.2E+00 3.4E+00 2.9E+00 2.6E+00 2.4E+00   5.7E+01
  11-  13 6.9E+00 6.8E+00 6.6E+00 6.2E+00 5.7E+00 5.2E+00 4.7E+00 4.2E+00 3.2E+00 2.5E+00 2.0E+00 1.7E+00 1.6E+00   4.5E+01
  13-  15 6.4E+00 6.4E+00 6.1E+00 5.8E+00 5.3E+00 4.8E+00 4.2E+00 3.7E+00 2.8E+00 2.1E+00 1.6E+00 1.3E+00 1.2E+00   3.9E+01
  15-  19 6.2E+00 6.1E+00 5.8E+00 5.4E+00 4.9E+00 4.3E+00 3.8E+00 3.2E+00 2.3E+00 1.7E+00 1.2E+00 9.9E-01 8.7E-01   3.4E+01
  19-  23 5.8E+00 5.7E+00 5.5E+00 5.0E+00 4.5E+00 3.9E+00 3.3E+00 2.7E+00 1.8E+00 1.2E+00 8.7E-01 6.7E-01 5.8E-01   2.9E+01
  23-  27 5.7E+00 5.6E+00 5.3E+00 4.8E+00 4.2E+00 3.5E+00 2.9E+00 2.4E+00 1.5E+00 9.4E-01 6.3E-01 4.6E-01 3.9E-01   2.5E+01
  27-  31 5.7E+00 5.5E+00 5.2E+00 4.6E+00 4.0E+00 3.3E+00 2.6E+00 2.1E+00 1.2E+00 7.2E-01 4.5E-01 3.2E-01 2.6E-01   2.2E+01
  31-  35 5.7E+00 5.6E+00 5.2E+00 4.5E+00 3.8E+00 3.1E+00 2.4E+00 1.8E+00 1.0E+00 5.6E-01 3.3E-01 2.2E-01 1.7E-01   2.0E+01
  35-  39 5.9E+00 5.8E+00 5.3E+00 4.6E+00 3.8E+00 3.0E+00 2.2E+00 1.6E+00 8.4E-01 4.3E-01 2.4E-01 1.5E-01 1.2E-01   1.9E+01
  39-  43 6.2E+00 6.0E+00 5.4E+00 4.6E+00 3.7E+00 2.9E+00 2.1E+00 1.5E+00 7.0E-01 3.3E-01 1.7E-01 1.0E-01 7.7E-02   1.8E+01
  43-  47 6.6E+00 6.3E+00 5.7E+00 4.7E+00 3.7E+00 2.8E+00 2.0E+00 1.3E+00 5.8E-01 2.5E-01 1.2E-01 6.9E-02 4.9E-02   1.7E+01
  47-  51 7.1E+00 6.8E+00 6.0E+00 4.9E+00 3.8E+00 2.7E+00 1.9E+00 1.2E+00 4.8E-01 1.9E-01 8.3E-02 4.5E-02 3.1E-02   1.7E+01
  51-  55 7.7E+00 7.3E+00 6.4E+00 5.2E+00 3.8E+00 2.7E+00 1.7E+00 1.1E+00 3.9E-01 1.4E-01 5.6E-02 2.9E-02 1.9E-02   1.6E+01
  55-  59 8.3E+00 7.9E+00 6.9E+00 5.4E+00 3.9E+00 2.6E+00 1.6E+00 9.7E-01 3.1E-01 1.0E-01 3.7E-02 1.7E-02 1.1E-02   1.6E+01
  59-  63 8.9E+00 8.4E+00 7.1E+00 5.5E+00 3.8E+00 2.5E+00 1.5E+00 8.2E-01 2.4E-01 6.8E-02 2.2E-02 9.8E-03 5.9E-03   1.5E+01
  63-  67 8.9E+00 8.4E+00 7.0E+00 5.2E+00 3.5E+00 2.1E+00 1.2E+00 6.5E-01 1.6E-01 4.1E-02 1.2E-02 4.9E-03 2.8E-03   1.4E+01
  67-  71 7.9E+00 7.4E+00 6.1E+00 4.4E+00 2.9E+00 1.7E+00 8.9E-01 4.4E-01 9.7E-02 2.1E-02 5.5E-03 2.0E-03 1.1E-03   1.1E+01
  71-  75 1.3E+01 1.2E+01 9.5E+00 6.7E+00 4.2E+00 2.4E+00 1.2E+00 5.8E-01 1.1E-01 2.3E-02 6.7E-03 5.9E-03 8.8E-03   1.7E+01
  75-  79 1.2E+01 1.1E+01 8.4E+00 5.6E+00 3.2E+00 1.7E+00 7.6E-01 3.2E-01 4.8E-02 7.3E-03 1.4E-03 3.9E-04 1.8E-04   1.3E+01
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
                                                                           neutron production cross section (mb) =9.173E+03
                                                                           neutron multiplicity (dimensionless)  =4.642E+00
                                                                           neutron average energy (MeV)          =7.838E+00
  
                        80-MeV neutrons incident on 208Pb
                        Emission spectrum of   *protons*
--------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
ANGLE(deg)    0      10      20      30      40      50      60      70      90     110     130     150     180     ANG-INT
ENERGY                                     Double-differential emission spectra (mb/MeV.sr)                        (mb/MeV)
 (MeV)    ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- -------   -------
   0-   3 1.8E-06 1.8E-06 1.8E-06 1.9E-06 2.0E-06 2.1E-06 2.3E-06 2.4E-06 2.9E-06 3.4E-06 4.0E-06 4.5E-06 4.8E-06   3.8E-05
   3-   5 1.4E-03 1.4E-03 1.4E-03 1.4E-03 1.4E-03 1.5E-03 1.5E-03 1.5E-03 1.6E-03 1.7E-03 1.8E-03 2.0E-03 2.1E-03   2.0E-02
   5-   7 1.3E-02 1.3E-02 1.3E-02 1.3E-02 1.2E-02 1.2E-02 1.2E-02 1.2E-02 1.2E-02 1.2E-02 1.2E-02 1.3E-02 1.3E-02   1.5E-01
   7-   9 1.0E-01 1.0E-01 1.0E-01 9.8E-02 9.5E-02 9.1E-02 8.7E-02 8.2E-02 7.5E-02 6.8E-02 6.4E-02 6.2E-02 6.1E-02   9.7E-01
   9-  11 5.1E-01 5.0E-01 4.9E-01 4.7E-01 4.5E-01 4.2E-01 3.9E-01 3.6E-01 3.0E-01 2.5E-01 2.2E-01 2.0E-01 1.9E-01   4.0E+00
  11-  13 1.5E+00 1.4E+00 1.4E+00 1.3E+00 1.2E+00 1.1E+00 1.0E+00 9.4E-01 7.4E-01 5.9E-01 4.8E-01 4.1E-01 3.7E-01   1.0E+01
  13-  15 2.5E+00 2.5E+00 2.4E+00 2.2E+00 2.0E+00 1.8E+00 1.6E+00 1.4E+00 1.1E+00 8.0E-01 6.2E-01 5.1E-01 4.6E-01   1.5E+01
  15-  19 2.8E+00 2.8E+00 2.7E+00 2.5E+00 2.2E+00 2.0E+00 1.7E+00 1.5E+00 1.0E+00 7.3E-01 5.4E-01 4.3E-01 3.8E-01   1.5E+01
  19-  23 3.0E+00 2.9E+00 2.7E+00 2.5E+00 2.2E+00 1.9E+00 1.6E+00 1.4E+00 9.0E-01 6.0E-01 4.2E-01 3.2E-01 2.7E-01   1.4E+01
  23-  27 3.0E+00 2.9E+00 2.8E+00 2.5E+00 2.2E+00 1.8E+00 1.5E+00 1.2E+00 7.5E-01 4.7E-01 3.1E-01 2.2E-01 1.9E-01   1.3E+01
  27-  31 3.0E+00 3.0E+00 2.8E+00 2.5E+00 2.1E+00 1.7E+00 1.4E+00 1.1E+00 6.2E-01 3.6E-01 2.2E-01 1.5E-01 1.2E-01   1.1E+01
  31-  35 3.1E+00 3.0E+00 2.7E+00 2.4E+00 2.0E+00 1.6E+00 1.2E+00 9.3E-01 5.0E-01 2.7E-01 1.5E-01 1.0E-01 7.9E-02   1.0E+01
  35-  39 3.1E+00 3.0E+00 2.7E+00 2.4E+00 1.9E+00 1.5E+00 1.1E+00 8.0E-01 4.0E-01 2.0E-01 1.0E-01 6.5E-02 4.9E-02   9.3E+00
  39-  43 3.2E+00 3.1E+00 2.8E+00 2.3E+00 1.9E+00 1.4E+00 1.0E+00 6.9E-01 3.1E-01 1.4E-01 6.9E-02 4.1E-02 3.0E-02   8.6E+00
  43-  47 3.3E+00 3.2E+00 2.8E+00 2.3E+00 1.8E+00 1.3E+00 9.0E-01 6.0E-01 2.4E-01 9.9E-02 4.5E-02 2.5E-02 1.7E-02   7.9E+00
  47-  51 3.4E+00 3.3E+00 2.9E+00 2.3E+00 1.7E+00 1.2E+00 8.0E-01 5.1E-01 1.9E-01 6.8E-02 2.8E-02 1.4E-02 9.6E-03   7.4E+00
  51-  55 3.6E+00 3.4E+00 2.9E+00 2.3E+00 1.7E+00 1.1E+00 7.1E-01 4.2E-01 1.4E-01 4.5E-02 1.6E-02 7.8E-03 5.0E-03   6.9E+00
  55-  59 3.7E+00 3.5E+00 3.0E+00 2.3E+00 1.6E+00 1.0E+00 6.1E-01 3.4E-01 9.8E-02 2.8E-02 9.1E-03 3.9E-03 2.4E-03   6.5E+00
  59-  63 3.7E+00 3.5E+00 2.9E+00 2.2E+00 1.5E+00 8.8E-01 4.9E-01 2.6E-01 6.4E-02 1.6E-02 4.5E-03 1.8E-03 1.0E-03   5.8E+00
  63-  67 3.4E+00 3.2E+00 2.6E+00 1.9E+00 1.2E+00 6.8E-01 3.6E-01 1.7E-01 3.7E-02 7.6E-03 1.9E-03 6.6E-04 3.5E-04   4.8E+00
  67-  71 2.6E+00 2.4E+00 1.9E+00 1.3E+00 8.1E-01 4.3E-01 2.1E-01 9.4E-02 1.6E-02 2.8E-03 5.9E-04 1.8E-04 9.0E-05   3.3E+00
  71-  75 1.3E+00 1.2E+00 8.9E-01 5.9E-01 3.3E-01 1.6E-01 7.2E-02 2.9E-02 4.0E-03 7.6E-04 1.5E-03 5.3E-03 1.2E-02   1.4E+00
